,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
17,ky,smoothed_cli,2020-07-01,,2020-09-03,64,0.4133187,0.0642474,7084.253,state,fb-survey
18,la,smoothed_cli,2020-07-01,,2020-09-03,64,1.0543655,0.0999911,7572.9203,state,fb-survey
19,ma,smoothed_cli,2020-07-01,,2020-09-03,64,0.2294771,0.0445006,8791.023,state,fb-survey
20,md,smoothed_cli,2020-07-01,,2020-09-03,64,0.3349461,0.0624482,6671.9817,state,fb-survey
21,me,smoothed_cli,2020-07-01,,2020-09-03,64,0.3098556,0.0852021,3277.0,state,fb-survey
22,mi,smoothed_cli,2020-07-01,,2020-09-03,64,0.3011185,0.0347677,19014.0473,state,fb-survey
23,mn,smoothed_cli,2020-07-01,,2020-09-03,64,0.3829314,0.0597877,8050.2616,state,fb-survey
24,mo,smoothed_cli,2020-07-01,,2020-09-03,64,0.649676,0.0759583,8555.9438,state,fb-survey
25,ms,smoothed_cli,2020-07-01,,2020-09-03,64,0.8136508,0.1038194,4995.3459,state,fb-survey
26,mt,smoothed_cli,2020-07-01,,2020-09-03,64,0.2698864,0.0855212,2502.0499,state,fb-survey
27,nc,smoothed_cli,2020-07-01,,2020-09-03,64,0.4424775,0.041944,17638.0166,state,fb-survey
28,nd,smoothed_cli,2020-07-01,,2020-09-03,64,0.6955313,0.2126736,1194.7727,state,fb-survey
29,ne,smoothed_cli,2020-07-01,,2020-09-03,64,0.4760462,0.1044978,3350.64,state,fb-survey
30,nh,smoothed_cli,2020-07-01,,2020-09-03,64,0.263902,0.0795554,3183.0,state,fb-survey
31,nj,smoothed_cli,2020-07-01,,2020-09-03,64,0.2551555,0.0434519,10907.995,state,fb-survey
32,nm,smoothed_cli,2020-07-01,,2020-09-03,64,0.4977777,0.105054,3398.7544,state,fb-survey
33,nv,smoothed_cli,2020-07-01,,2020-09-03,64,0.6067921,0.1118929,3885.4609,state,fb-survey
34,ny,smoothed_cli,2020-07-01,,2020-09-03,64,0.2941593,0.0325069,22426.0005,state,fb-survey
35,oh,smoothed_cli,2020-07-01,,2020-09-03,64,0.3950906,0.0381331,19927.9968,state,fb-survey
36,ok,smoothed_cli,2020-07-01,,2020-09-03,64,0.728588,0.0865967,6909.9781,state,fb-survey
37,or,smoothed_cli,2020-07-01,,2020-09-03,64,0.3214587,0.0557834,7369.0508,state,fb-survey
38,pa,smoothed_cli,2020-07-01,,2020-09-03,64,0.3523764,0.0328802,23290.0141,state,fb-survey
39,pr,smoothed_cli,2020-07-01,,2020-09-03,64,0.589971,0.7258194,112.9999,state,fb-survey
40,ri,smoothed_cli,2020-07-01,,2020-09-03,64,0.213334,0.09771,1887.977,state,fb-survey
41,sc,smoothed_cli,2020-07-01,,2020-09-03,64,0.8555321,0.0744248,11479.0101,state,fb-survey
42,sd,smoothed_cli,2020-07-01,,2020-09-03,64,0.7312499,0.1889192,1622.1064,state,fb-survey
43,tn,smoothed_cli,2020-07-01,,2020-09-03,64,0.5561337,0.0619932,10503.7132,state,fb-survey
44,tx,smoothed_cli,2020-07-01,,2020-09-03,64,1.1370737,0.0442926,41139.2232,state,fb-survey
45,ut,smoothed_cli,2020-07-01,,2020-09-03,64,0.4720182,0.0749364,5786.2364,state,fb-survey
46,va,smoothed_cli,2020-07-01,,2020-09-03,64,0.3846911,0.0462614,13001.4679,state,fb-survey
47,vt,smoothed_cli,2020-07-01,,2020-09-03,64,0.0967466,0.06656,1452.0014,state,fb-survey
48,wa,smoothed_cli,2020-07-01,,2020-09-03,64,0.3205213,0.0449094,12231.6777,state,fb-survey
49,wi,smoothed_cli,2020-07-01,,2020-09-03,64,0.3335297,0.049005,10008.9468,state,fb-survey
50,wv,smoothed_cli,2020-07-01,,2020-09-03,64,0.5392807,0.1016456,4024.2131,state,fb-survey
51,wy,smoothed_cli,2020-07-01,,2020-09-03,64,0.5322248,0.199379,1120.2546,state,fb-survey
0,ak,smoothed_cli,2020-07-02,,2020-09-03,63,0.4339144,0.1668953,1390.0,state,fb-survey
1,al,smoothed_cli,2020-07-02,,2020-09-03,63,0.9967809,0.1005933,7417.2072,state,fb-survey
2,ar,smoothed_cli,2020-07-02,,2020-09-03,63,0.6176686,0.0918466,5166.4763,state,fb-survey
3,az,smoothed_cli,2020-07-02,,2020-09-03,63,1.0521983,0.0779077,12279.8276,state,fb-survey
4,ca,smoothed_cli,2020-07-02,,2020-09-03,63,0.5377965,0.0307561,42845.7348,state,fb-survey
5,co,smoothed_cli,2020-07-02,,2020-09-03,63,0.3378032,0.0545623,8661.2198,state,fb-survey
6,ct,smoothed_cli,2020-07-02,,2020-09-03,63,0.2024698,0.0466907,6964.0,state,fb-survey
7,dc,smoothed_cli,2020-07-02,,2020-09-03,63,0.1253133,0.1082075,798.0,state,fb-survey
8,de,smoothed_cli,2020-07-02,,2020-09-03,63,0.3926382,0.1308424,1944.0146,state,fb-survey
9,fl,smoothed_cli,2020-07-02,,2020-09-03,63,0.8308843,0.041107,34939.0023,state,fb-survey
10,ga,smoothed_cli,2020-07-02,,2020-09-03,63,0.7386333,0.0638455,12961.8513,state,fb-survey
11,hi,smoothed_cli,2020-07-02,,2020-09-03,63,0.2339352,0.1019632,1717.0,state,fb-survey
12,ia,smoothed_cli,2020-07-02,,2020-09-03,63,0.5637933,0.0776747,6862.0683,state,fb-survey
13,id,smoothed_cli,2020-07-02,,2020-09-03,63,0.5606583,0.1094611,3451.638,state,fb-survey
14,il,smoothed_cli,2020-07-02,,2020-09-03,63,0.3085171,0.0354073,18110.0456,state,fb-survey
15,in,smoothed_cli,2020-07-02,,2020-09-03,63,0.4745195,0.0586805,10702.0163,state,fb-survey
16,ks,smoothed_cli,2020-07-02,,2020-09-03,63,0.4575727,0.0788896,5525.7696,state,fb-survey
17,ky,smoothed_cli,2020-07-02,,2020-09-03,63,0.4166398,0.06468,7066.5668,state,fb-survey
18,la,smoothed_cli,2020-07-02,,2020-09-03,63,1.074871,0.1015778,7604.7343,state,fb-survey
19,ma,smoothed_cli,2020-07-02,,2020-09-03,63,0.2585628,0.0487855,8748.021,state,fb-survey
20,md,smoothed_cli,2020-07-02,,2020-09-03,63,0.3468091,0.0635522,6727.9817,state,fb-survey
21,me,smoothed_cli,2020-07-02,,2020-09-03,63,0.262321,0.0776116,3299.0,state,fb-survey
22,mi,smoothed_cli,2020-07-02,,2020-09-03,63,0.3162475,0.0353799,19217.0743,state,fb-survey
23,mn,smoothed_cli,2020-07-02,,2020-09-03,63,0.3618315,0.057525,8121.237,state,fb-survey
24,mo,smoothed_cli,2020-07-02,,2020-09-03,63,0.5616555,0.0696994,8675.9561,state,fb-survey
25,ms,smoothed_cli,2020-07-02,,2020-09-03,63,0.8243704,0.1062494,5000.1153,state,fb-survey
26,mt,smoothed_cli,2020-07-02,,2020-09-03,63,0.3333176,0.0999648,2550.285,state,fb-survey
27,nc,smoothed_cli,2020-07-02,,2020-09-03,63,0.4317867,0.0413156,17531.0179,state,fb-survey
28,nd,smoothed_cli,2020-07-02,,2020-09-03,63,0.7516205,0.2154087,1182.9861,state,fb-survey
29,ne,smoothed_cli,2020-07-02,,2020-09-03,63,0.5000758,0.1076145,3379.5681,state,fb-survey
30,nh,smoothed_cli,2020-07-02,,2020-09-03,63,0.1915829,0.0644791,3184.0,state,fb-survey
31,nj,smoothed_cli,2020-07-02,,2020-09-03,63,0.2553174,0.0436936,10998.995,state,fb-survey
32,nm,smoothed_cli,2020-07-02,,2020-09-03,63,0.4370718,0.0975279,3456.9935,state,fb-survey
33,nv,smoothed_cli,2020-07-02,,2020-09-03,63,0.5982328,0.1086575,3893.366,state,fb-survey
34,ny,smoothed_cli,2020-07-02,,2020-09-03,63,0.2568262,0.0299903,22452.0003,state,fb-survey
35,oh,smoothed_cli,2020-07-02,,2020-09-03,63,0.4140524,0.0392638,20052.9953,state,fb-survey
36,ok,smoothed_cli,2020-07-02,,2020-09-03,63,0.7943393,0.0906893,6923.0343,state,fb-survey
37,or,smoothed_cli,2020-07-02,,2020-09-03,63,0.343651,0.0587545,7480.0446,state,fb-survey
38,pa,smoothed_cli,2020-07-02,,2020-09-03,63,0.3299203,0.031145,23566.0138,state,fb-survey
39,pr,smoothed_cli,2020-07-02,,2020-09-03,63,0.0,0.4166667,118.9997,state,fb-survey
40,ri,smoothed_cli,2020-07-02,,2020-09-03,63,0.2633666,0.1045901,1911.979,state,fb-survey
41,sc,smoothed_cli,2020-07-02,,2020-09-03,63,0.8182014,0.0724898,11507.0104,state,fb-survey
42,sd,smoothed_cli,2020-07-02,,2020-09-03,63,0.5272105,0.1596197,1615.4364,state,fb-survey
43,tn,smoothed_cli,2020-07-02,,2020-09-03,63,0.565723,0.0604523,10662.409,state,fb-survey
44,tx,smoothed_cli,2020-07-02,,2020-09-03,63,1.1598247,0.0449094,41000.2486,state,fb-survey
45,ut,smoothed_cli,2020-07-02,,2020-09-03,63,0.3827435,0.0666619,5699.2316,state,fb-survey
46,va,smoothed_cli,2020-07-02,,2020-09-03,63,0.380399,0.0470785,12996.5442,state,fb-survey
47,vt,smoothed_cli,2020-07-02,,2020-09-03,63,0.0935883,0.0643912,1501.0015,state,fb-survey
48,wa,smoothed_cli,2020-07-02,,2020-09-03,63,0.3092342,0.0433007,12327.8154,state,fb-survey
49,wi,smoothed_cli,2020-07-02,,2020-09-03,63,0.3258526,0.0485062,10162.921,state,fb-survey
50,wv,smoothed_cli,2020-07-02,,2020-09-03,63,0.4998798,0.0993642,4004.1638,state,fb-survey
51,wy,smoothed_cli,2020-07-02,,2020-09-03,63,0.4336802,0.1748362,1144.2664,state,fb-survey
0,ak,smoothed_cli,2020-07-03,,2020-09-03,62,0.4602128,0.1694076,1383.0,state,fb-survey
1,al,smoothed_cli,2020-07-03,,2020-09-03,62,1.0058018,0.1020886,7374.1864,state,fb-survey
2,ar,smoothed_cli,2020-07-03,,2020-09-03,62,0.64953,0.092992,5131.1966,state,fb-survey
3,az,smoothed_cli,2020-07-03,,2020-09-03,62,1.0442866,0.0787116,12120.6911,state,fb-survey
4,ca,smoothed_cli,2020-07-03,,2020-09-03,62,0.5403702,0.0310958,42621.6315,state,fb-survey
5,co,smoothed_cli,2020-07-03,,2020-09-03,62,0.3604418,0.0550667,8698.1898,state,fb-survey
6,ct,smoothed_cli,2020-07-03,,2020-09-03,62,0.1756149,0.0442106,6966.0,state,fb-survey
7,dc,smoothed_cli,2020-07-03,,2020-09-03,62,0.1236094,0.1067405,809.0,state,fb-survey
8,de,smoothed_cli,2020-07-03,,2020-09-03,62,0.3053518,0.1172942,1943.0146,state,fb-survey
9,fl,smoothed_cli,2020-07-03,,2020-09-03,62,0.853702,0.041849,34777.0027,state,fb-survey
10,ga,smoothed_cli,2020-07-03,,2020-09-03,62,0.7309221,0.063787,12911.8666,state,fb-survey
11,hi,smoothed_cli,2020-07-03,,2020-09-03,62,0.3695437,0.1251637,1728.0,state,fb-survey
12,ia,smoothed_cli,2020-07-03,,2020-09-03,62,0.5052302,0.0743945,6836.0807,state,fb-survey
13,id,smoothed_cli,2020-07-03,,2020-09-03,62,0.498885,0.1025533,3444.6493,state,fb-survey
14,il,smoothed_cli,2020-07-03,,2020-09-03,62,0.3115327,0.0362534,17901.0677,state,fb-survey
15,in,smoothed_cli,2020-07-03,,2020-09-03,62,0.4841527,0.0587445,10747.016,state,fb-survey
16,ks,smoothed_cli,2020-07-03,,2020-09-03,62,0.4243169,0.076154,5526.7412,state,fb-survey
17,ky,smoothed_cli,2020-07-03,,2020-09-03,62,0.4198166,0.0652571,7024.9476,state,fb-survey
18,la,smoothed_cli,2020-07-03,,2020-09-03,62,1.0356584,0.1004915,7521.735,state,fb-survey
19,ma,smoothed_cli,2020-07-03,,2020-09-03,62,0.2504482,0.0473979,8761.0215,state,fb-survey
20,md,smoothed_cli,2020-07-03,,2020-09-03,62,0.2973974,0.058908,6724.9822,state,fb-survey
21,me,smoothed_cli,2020-07-03,,2020-09-03,62,0.2663693,0.0771543,3374.0,state,fb-survey
22,mi,smoothed_cli,2020-07-03,,2020-09-03,62,0.3165003,0.0355114,19110.0677,state,fb-survey
23,mn,smoothed_cli,2020-07-03,,2020-09-03,62,0.3676963,0.0595691,7926.7475,state,fb-survey
24,mo,smoothed_cli,2020-07-03,,2020-09-03,62,0.5343486,0.0690175,8627.2476,state,fb-survey
25,ms,smoothed_cli,2020-07-03,,2020-09-03,62,0.85401,0.1082598,5013.404,state,fb-survey
26,mt,smoothed_cli,2020-07-03,,2020-09-03,62,0.3437085,0.1022148,2526.2768,state,fb-survey
27,nc,smoothed_cli,2020-07-03,,2020-09-03,62,0.4456492,0.0425704,17369.0176,state,fb-survey
28,nd,smoothed_cli,2020-07-03,,2020-09-03,62,0.823603,0.2213376,1193.0553,state,fb-survey
29,ne,smoothed_cli,2020-07-03,,2020-09-03,62,0.5016315,0.1046752,3339.6069,state,fb-survey
30,nh,smoothed_cli,2020-07-03,,2020-09-03,62,0.2124888,0.0669975,3180.0,state,fb-survey
31,nj,smoothed_cli,2020-07-03,,2020-09-03,62,0.230677,0.0413932,11053.9952,state,fb-survey
32,nm,smoothed_cli,2020-07-03,,2020-09-03,62,0.4440144,0.0964156,3515.36,state,fb-survey
33,nv,smoothed_cli,2020-07-03,,2020-09-03,62,0.5823141,0.1080531,3861.4693,state,fb-survey
34,ny,smoothed_cli,2020-07-03,,2020-09-03,62,0.2437329,0.0293817,22396.0002,state,fb-survey
35,oh,smoothed_cli,2020-07-03,,2020-09-03,62,0.4505295,0.0411066,19984.9949,state,fb-survey
36,ok,smoothed_cli,2020-07-03,,2020-09-03,62,0.7948071,0.0906066,6912.3342,state,fb-survey
37,or,smoothed_cli,2020-07-03,,2020-09-03,62,0.3537478,0.0601668,7478.0523,state,fb-survey
38,pa,smoothed_cli,2020-07-03,,2020-09-03,62,0.3159407,0.0305315,23624.0139,state,fb-survey
39,pr,smoothed_cli,2020-07-03,,2020-09-03,62,0.0,0.4385965,112.9997,state,fb-survey
40,ri,smoothed_cli,2020-07-03,,2020-09-03,62,0.2028784,0.0904973,1906.9785,state,fb-survey
41,sc,smoothed_cli,2020-07-03,,2020-09-03,62,0.8484628,0.0732944,11451.0115,state,fb-survey
42,sd,smoothed_cli,2020-07-03,,2020-09-03,62,0.5573029,0.1680368,1617.7214,state,fb-survey
43,tn,smoothed_cli,2020-07-03,,2020-09-03,62,0.581953,0.0620717,10763.0393,state,fb-survey
44,tx,smoothed_cli,2020-07-03,,2020-09-03,62,1.2158793,0.0464167,40581.8766,state,fb-survey
45,ut,smoothed_cli,2020-07-03,,2020-09-03,62,0.326182,0.0607228,5595.1416,state,fb-survey
46,va,smoothed_cli,2020-07-03,,2020-09-03,62,0.3894501,0.0478144,12857.2542,state,fb-survey
47,vt,smoothed_cli,2020-07-03,,2020-09-03,62,0.1372715,0.0777369,1509.0012,state,fb-survey
48,wa,smoothed_cli,2020-07-03,,2020-09-03,62,0.2827047,0.0410262,12293.8053,state,fb-survey
49,wi,smoothed_cli,2020-07-03,,2020-09-03,62,0.3576322,0.0502644,10161.9296,state,fb-survey
50,wv,smoothed_cli,2020-07-03,,2020-09-03,62,0.4957964,0.0996092,3983.2633,state,fb-survey
51,wy,smoothed_cli,2020-07-03,,2020-09-03,62,0.5217615,0.1954728,1142.3042,state,fb-survey
0,ak,smoothed_cli,2020-07-04,,2020-09-03,61,0.4370587,0.1610197,1380.0,state,fb-survey
1,al,smoothed_cli,2020-07-04,,2020-09-03,61,0.9984409,0.1008158,7350.1822,state,fb-survey
2,ar,smoothed_cli,2020-07-04,,2020-09-03,61,0.6564394,0.0939411,5102.2701,state,fb-survey
3,az,smoothed_cli,2020-07-04,,2020-09-03,61,1.0833465,0.0819907,12030.9294,state,fb-survey
4,ca,smoothed_cli,2020-07-04,,2020-09-03,61,0.5416853,0.0309546,42686.6286,state,fb-survey
5,co,smoothed_cli,2020-07-04,,2020-09-03,61,0.3802977,0.0558571,8838.1878,state,fb-survey
6,ct,smoothed_cli,2020-07-04,,2020-09-03,61,0.1978548,0.0487352,6899.0,state,fb-survey
7,dc,smoothed_cli,2020-07-04,,2020-09-03,61,0.1233046,0.106478,811.0,state,fb-survey
8,de,smoothed_cli,2020-07-04,,2020-09-03,61,0.2020084,0.0919844,1947.0146,state,fb-survey
9,fl,smoothed_cli,2020-07-04,,2020-09-03,61,0.8513811,0.0420083,34579.0024,state,fb-survey
10,ga,smoothed_cli,2020-07-04,,2020-09-03,61,0.7380393,0.0638997,12962.8663,state,fb-survey
11,hi,smoothed_cli,2020-07-04,,2020-09-03,61,0.3467643,0.1220854,1755.0,state,fb-survey
12,ia,smoothed_cli,2020-07-04,,2020-09-03,61,0.4768634,0.0707767,6854.2109,state,fb-survey
13,id,smoothed_cli,2020-07-04,,2020-09-03,61,0.640892,0.1170275,3472.1644,state,fb-survey
14,il,smoothed_cli,2020-07-04,,2020-09-03,61,0.3425336,0.0384904,17885.0674,state,fb-survey
15,in,smoothed_cli,2020-07-04,,2020-09-03,61,0.4528528,0.0559556,10717.0116,state,fb-survey
16,ks,smoothed_cli,2020-07-04,,2020-09-03,61,0.4550348,0.0796882,5516.5493,state,fb-survey
17,ky,smoothed_cli,2020-07-04,,2020-09-03,61,0.3956909,0.063956,7015.2525,state,fb-survey
18,la,smoothed_cli,2020-07-04,,2020-09-03,61,0.9498825,0.0960457,7542.7346,state,fb-survey
19,ma,smoothed_cli,2020-07-04,,2020-09-03,61,0.2391153,0.04763,8751.023,state,fb-survey
20,md,smoothed_cli,2020-07-04,,2020-09-03,61,0.2578599,0.0551251,6777.9825,state,fb-survey
21,me,smoothed_cli,2020-07-04,,2020-09-03,61,0.2379318,0.0747289,3399.0,state,fb-survey
22,mi,smoothed_cli,2020-07-04,,2020-09-03,61,0.3293436,0.0365089,19053.0674,state,fb-survey
23,mn,smoothed_cli,2020-07-04,,2020-09-03,61,0.3642392,0.0594595,7937.7954,state,fb-survey
24,mo,smoothed_cli,2020-07-04,,2020-09-03,61,0.5278889,0.0680045,8628.1745,state,fb-survey
25,ms,smoothed_cli,2020-07-04,,2020-09-03,61,0.9490905,0.1174968,4969.1781,state,fb-survey
26,mt,smoothed_cli,2020-07-04,,2020-09-03,61,0.3446241,0.1024865,2519.5209,state,fb-survey
27,nc,smoothed_cli,2020-07-04,,2020-09-03,61,0.4524499,0.0434352,17297.0192,state,fb-survey
28,nd,smoothed_cli,2020-07-04,,2020-09-03,61,0.8944542,0.2352681,1197.821,state,fb-survey
29,ne,smoothed_cli,2020-07-04,,2020-09-03,61,0.4740836,0.10057,3350.6144,state,fb-survey
30,nh,smoothed_cli,2020-07-04,,2020-09-03,61,0.217725,0.0705959,3226.0,state,fb-survey
31,nj,smoothed_cli,2020-07-04,,2020-09-03,61,0.2289323,0.040623,11079.9953,state,fb-survey
32,nm,smoothed_cli,2020-07-04,,2020-09-03,61,0.3582905,0.0882178,3494.6051,state,fb-survey
33,nv,smoothed_cli,2020-07-04,,2020-09-03,61,0.5480127,0.1043884,3820.3255,state,fb-survey
34,ny,smoothed_cli,2020-07-04,,2020-09-03,61,0.2425394,0.029359,22294.0006,state,fb-survey
35,oh,smoothed_cli,2020-07-04,,2020-09-03,61,0.464649,0.0417973,20019.9971,state,fb-survey
36,ok,smoothed_cli,2020-07-04,,2020-09-03,61,0.7870011,0.0903018,6936.1491,state,fb-survey
37,or,smoothed_cli,2020-07-04,,2020-09-03,61,0.3454431,0.0598084,7558.2075,state,fb-survey
38,pa,smoothed_cli,2020-07-04,,2020-09-03,61,0.2747991,0.0274099,23722.0132,state,fb-survey
39,pr,smoothed_cli,2020-07-04,,2020-09-03,61,0.0,0.4672897,105.9995,state,fb-survey
40,ri,smoothed_cli,2020-07-04,,2020-09-03,61,0.1681838,0.0836577,1903.977,state,fb-survey
41,sc,smoothed_cli,2020-07-04,,2020-09-03,61,0.8352789,0.0732304,11372.01,state,fb-survey
42,sd,smoothed_cli,2020-07-04,,2020-09-03,61,0.4820158,0.1484474,1611.6766,state,fb-survey
43,tn,smoothed_cli,2020-07-04,,2020-09-03,61,0.6208434,0.0641723,10758.7327,state,fb-survey
44,tx,smoothed_cli,2020-07-04,,2020-09-03,61,1.2611029,0.0477389,40371.1228,state,fb-survey
45,ut,smoothed_cli,2020-07-04,,2020-09-03,61,0.4390799,0.0730425,5626.6538,state,fb-survey
46,va,smoothed_cli,2020-07-04,,2020-09-03,61,0.3563315,0.0458643,12861.8403,state,fb-survey
47,vt,smoothed_cli,2020-07-04,,2020-09-03,61,0.1388356,0.0786207,1492.0013,state,fb-survey
48,wa,smoothed_cli,2020-07-04,,2020-09-03,61,0.2481922,0.0378465,12270.7966,state,fb-survey
49,wi,smoothed_cli,2020-07-04,,2020-09-03,61,0.3147709,0.0471096,10221.9306,state,fb-survey
50,wv,smoothed_cli,2020-07-04,,2020-09-03,61,0.4003411,0.0861101,3996.312,state,fb-survey
51,wy,smoothed_cli,2020-07-04,,2020-09-03,61,0.356839,0.1570746,1133.7785,state,fb-survey
0,ak,smoothed_cli,2020-07-05,,2020-09-03,60,0.5843373,0.183685,1350.0,state,fb-survey
1,al,smoothed_cli,2020-07-05,,2020-09-03,60,0.9293502,0.0954044,7350.1863,state,fb-survey
2,ar,smoothed_cli,2020-07-05,,2020-09-03,60,0.6436803,0.0926878,5202.9526,state,fb-survey
3,az,smoothed_cli,2020-07-05,,2020-09-03,60,1.0855316,0.0818925,12045.3977,state,fb-survey
4,ca,smoothed_cli,2020-07-05,,2020-09-03,60,0.5374611,0.0306973,43046.7129,state,fb-survey
5,co,smoothed_cli,2020-07-05,,2020-09-03,60,0.355343,0.0543966,9089.1888,state,fb-survey
6,ct,smoothed_cli,2020-07-05,,2020-09-03,60,0.2276312,0.0518388,6975.0,state,fb-survey
7,dc,smoothed_cli,2020-07-05,,2020-09-03,60,0.0562663,0.0743884,804.0,state,fb-survey
8,de,smoothed_cli,2020-07-05,,2020-09-03,60,0.1959752,0.0892429,2007.0073,state,fb-survey
9,fl,smoothed_cli,2020-07-05,,2020-09-03,60,0.8708335,0.0423365,34659.0024,state,fb-survey
10,ga,smoothed_cli,2020-07-05,,2020-09-03,60,0.7823043,0.0661693,13033.8622,state,fb-survey
11,hi,smoothed_cli,2020-07-05,,2020-09-03,60,0.334036,0.1210912,1762.0,state,fb-survey
12,ia,smoothed_cli,2020-07-05,,2020-09-03,60,0.4898859,0.0686896,6931.0542,state,fb-survey
13,id,smoothed_cli,2020-07-05,,2020-09-03,60,0.7386997,0.1273767,3520.119,state,fb-survey
14,il,smoothed_cli,2020-07-05,,2020-09-03,60,0.3242201,0.0370175,18097.0671,state,fb-survey
15,in,smoothed_cli,2020-07-05,,2020-09-03,60,0.4571449,0.0569524,10882.0115,state,fb-survey
16,ks,smoothed_cli,2020-07-05,,2020-09-03,60,0.4181476,0.0764252,5570.5781,state,fb-survey
17,ky,smoothed_cli,2020-07-05,,2020-09-03,60,0.3647216,0.0626414,7046.2575,state,fb-survey
18,la,smoothed_cli,2020-07-05,,2020-09-03,60,0.9022511,0.0936934,7725.7347,state,fb-survey
19,ma,smoothed_cli,2020-07-05,,2020-09-03,60,0.2651146,0.0512585,8770.0185,state,fb-survey
20,md,smoothed_cli,2020-07-05,,2020-09-03,60,0.2309942,0.0511161,6851.9898,state,fb-survey
21,me,smoothed_cli,2020-07-05,,2020-09-03,60,0.2276045,0.0759223,3480.0,state,fb-survey
22,mi,smoothed_cli,2020-07-05,,2020-09-03,60,0.3110548,0.0351357,19257.0589,state,fb-survey
23,mn,smoothed_cli,2020-07-05,,2020-09-03,60,0.3271916,0.0550494,8084.3985,state,fb-survey
24,mo,smoothed_cli,2020-07-05,,2020-09-03,60,0.5312088,0.0678716,8666.5663,state,fb-survey
25,ms,smoothed_cli,2020-07-05,,2020-09-03,60,0.8964397,0.113381,5018.7514,state,fb-survey
26,mt,smoothed_cli,2020-07-05,,2020-09-03,60,0.4702948,0.1234391,2489.5834,state,fb-survey
27,nc,smoothed_cli,2020-07-05,,2020-09-03,60,0.4293107,0.0420967,17353.0172,state,fb-survey
28,nd,smoothed_cli,2020-07-05,,2020-09-03,60,0.7079354,0.2028,1231.1414,state,fb-survey
29,ne,smoothed_cli,2020-07-05,,2020-09-03,60,0.5397938,0.1090574,3440.5254,state,fb-survey
30,nh,smoothed_cli,2020-07-05,,2020-09-03,60,0.1824242,0.061152,3229.0,state,fb-survey
31,nj,smoothed_cli,2020-07-05,,2020-09-03,60,0.2120617,0.0388713,11175.9943,state,fb-survey
32,nm,smoothed_cli,2020-07-05,,2020-09-03,60,0.4203259,0.0988658,3573.1273,state,fb-survey
33,nv,smoothed_cli,2020-07-05,,2020-09-03,60,0.6359115,0.1102812,3902.2411,state,fb-survey
34,ny,smoothed_cli,2020-07-05,,2020-09-03,60,0.241579,0.0289666,22494.0006,state,fb-survey
35,oh,smoothed_cli,2020-07-05,,2020-09-03,60,0.46587,0.0420635,20219.9968,state,fb-survey
36,ok,smoothed_cli,2020-07-05,,2020-09-03,60,0.7885794,0.0908845,7002.1482,state,fb-survey
37,or,smoothed_cli,2020-07-05,,2020-09-03,60,0.3403596,0.0599463,7646.2163,state,fb-survey
38,pa,smoothed_cli,2020-07-05,,2020-09-03,60,0.2674866,0.0271101,24087.0142,state,fb-survey
39,pr,smoothed_cli,2020-07-05,,2020-09-03,60,0.0,0.4901961,100.9994,state,fb-survey
40,ri,smoothed_cli,2020-07-05,,2020-09-03,60,0.1596017,0.083297,1901.9815,state,fb-survey
41,sc,smoothed_cli,2020-07-05,,2020-09-03,60,0.8865085,0.0751876,11472.0099,state,fb-survey
42,sd,smoothed_cli,2020-07-05,,2020-09-03,60,0.2157413,0.0920525,1573.8593,state,fb-survey
43,tn,smoothed_cli,2020-07-05,,2020-09-03,60,0.6827753,0.066553,10944.7284,state,fb-survey
44,tx,smoothed_cli,2020-07-05,,2020-09-03,60,1.2252236,0.0472089,40442.1545,state,fb-survey
45,ut,smoothed_cli,2020-07-05,,2020-09-03,60,0.4701237,0.0764256,5625.6514,state,fb-survey
46,va,smoothed_cli,2020-07-05,,2020-09-03,60,0.3260759,0.0440382,13068.654,state,fb-survey
47,vt,smoothed_cli,2020-07-05,,2020-09-03,60,0.1049718,0.070943,1497.0014,state,fb-survey
48,wa,smoothed_cli,2020-07-05,,2020-09-03,60,0.2199725,0.0352857,12309.7871,state,fb-survey
49,wi,smoothed_cli,2020-07-05,,2020-09-03,60,0.3311936,0.0482351,10318.9402,state,fb-survey
50,wv,smoothed_cli,2020-07-05,,2020-09-03,60,0.4163985,0.0913573,4026.3113,state,fb-survey
51,wy,smoothed_cli,2020-07-05,,2020-09-03,60,0.5247243,0.1921138,1151.7764,state,fb-survey
0,ak,smoothed_cli,2020-07-06,,2020-09-03,59,0.666563,0.1924982,1396.0,state,fb-survey
1,al,smoothed_cli,2020-07-06,,2020-09-03,59,0.9009306,0.0935495,7439.2021,state,fb-survey
2,ar,smoothed_cli,2020-07-06,,2020-09-03,59,0.6341347,0.0915405,5234.3405,state,fb-survey
3,az,smoothed_cli,2020-07-06,,2020-09-03,59,1.0639082,0.0806102,12207.6514,state,fb-survey
